,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
192,"['external', 'links', 'on', 'a', 'fad', 'diet', 'of', 'rock', 'dust', ',', 'how', 'the', 'garden', 'does', 'grow', 'henry', 'homeyer', ',', 'june', '24', ',', '2004', ',', 'new', 'york', 'times', '.']","[2302 2895   19   12    1 2684    9  317 4815    7  599    6 1559  412
 2065  582    1    7  187  556    7  510    7   57  257  274    8]","['external', 'links', 'on', 'a', 'fad', 'diet', 'of', 'rock', 'dust', ',', 'how', 'the', 'garden', 'does', 'grow', 'henry', 'homeyer', ',', 'june', '24', ',', '2004', ',', 'new', 'york', 'times', '.']","[2302 2895   19   12    1 2684    9  317 4815    7  599    6 1559  412
 2065  582    1    7  187  556    7  510    7   57  257  274    8]",[],[],"[('external', 'JJ'), ('links', 'NNS'), ('on', 'IN'), ('a', 'DT'), ('fad', 'JJ'), ('diet', 'NN'), ('of', 'IN'), ('rock', 'NN'), ('dust', 'NN'), (',', ','), ('how', 'WRB'), ('the', 'DT'), ('garden', 'NN'), ('does', 'VBZ'), ('grow', 'VB'), ('henry', 'VB'), ('homeyer', 'NN'), (',', ','), ('june', 'NN'), ('24', 'CD'), (',', ','), ('2004', 'CD'), (',', ','), ('new', 'JJ'), ('york', 'NN'), ('times', 'NNS'), ('.', '.')]","[13, 29, 40, 16, 13, 19, 40, 19, 19, 9, 32, 16, 19, 15, 31, 31, 19, 9, 19, 37, 9, 37, 9, 13, 19, 29, 24]"
193,"['health', 'considerations', 'early-term', 'surgical', 'abortion', 'is', 'a', 'simple', 'procedure', 'which', 'is', 'safer', 'than', 'childbirth', 'when', 'performed', 'before', 'the', '16th', 'week', '.']","[ 1005 15351     1  9912  7487    14    12  1199  5154    35    14 12492
    79 14887    60   555   118     6  2520   969     8]","['health', 'considerations', 'early-term', 'surgical', 'abortion', 'is', 'a', 'common', 'procedure', 'which', 'is', 'safer', 'than', 'childbirth', ',', 'it', 'is', 'performed', 'before', 'the', '16th', 'week', '.']","[ 1005 15351     1  9912  7487    14    12   200  5154    35    14 12492
    79 14887     7    31    14   555   118     6  2520   969     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'common', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', ',', 'it', 'is', 'DEL', 'STOP']","[  2   2   2   2   2   2   2 200   3   2   2   2   2   2   2   7  31  14
   3   5]","[('health', 'NN'), ('considerations', 'NNS'), ('early-term', 'JJ'), ('surgical', 'JJ'), ('abortion', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('simple', 'JJ'), ('procedure', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('safer', 'JJR'), ('than', 'IN'), ('childbirth', 'NN'), ('when', 'WRB'), ('performed', 'VBN'), ('before', 'IN'), ('the', 'DT'), ('16th', 'CD'), ('week', 'NN'), ('.', '.')]","[19, 29, 13, 13, 19, 15, 16, 13, 19, 12, 15, 46, 40, 19, 32, 8, 40, 16, 37, 19, 24]"
194,"['mattimeo', 'is', 'a', 'fantasy', 'novel', 'by', 'brian', 'jacques', ',', 'published', 'in', '1989', '.']",[   1   14   12 3016  849   21 3960 5804    7  356   11 1225    8],"['mattimeo', 'is', 'a', 'fantasy', 'book', 'by', 'brian', 'jacques', ',', 'published', 'in', '1989', '.']",[   1   14   12 3016  333   21 3960 5804    7  356   11 1225    8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'book', 'DEL', 'STOP']",[  2   2   2   2 333   3   5],"[('mattimeo', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('fantasy', 'JJ'), ('novel', 'NN'), ('by', 'IN'), ('brian', 'JJ'), ('jacques', 'NNS'), (',', ','), ('published', 'VBN'), ('in', 'IN'), ('1989', 'CD'), ('.', '.')]","[19, 15, 16, 13, 19, 40, 13, 29, 9, 8, 40, 37, 24]"
195,"['in', 'addition', 'to', 'the', 'town', 'gouda', 'in', 'the', 'netherlands', ',', 'gouda', 'can', 'refer', 'to', ':', 'gouda', '-lrb-', 'cheese', '-rrb-', 'gouda', '-lrb-', 'pottery', '-rrb-', 'gouda', '-lrb-', 'slang', '-rrb-', 'gouda', ',', 'south', 'africa', ',', 'a', 'town', 'in', 'the', 'western', 'cape', 'province', 'of', 'south', 'africa', '.']","[  11  517   13    6  255    1   11    6 1454    7    1   63 1249   13
   38    1    1 5219    1    1    1 9217    1    1    1 9636    1    1
    7  111  595    7   12  255   11    6  293 1723  546    9  111  595
    8]","['in', 'addition', 'to', 'the', 'town', ',', 'gouda', 'in', 'the', 'netherlands', ',', 'gouda', 'can', 'refer', 'to', ':', 'cheese', ',', 'pottery', ',', 'slang', ',', 'and', 'south', 'africa', ',', 'a', 'town', 'in', 'the', 'western', 'cape', 'province', 'of', 'south', 'africa', '.']","[  11  517   13    6  255    7    1   11    6 1454    7    1   63 1249
   13   38 5219    7 9217    7 9636    7   10  111  595    7   12  255
   11    6  293 1723  546    9  111  595    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', ',', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'KEEP', ',', 'DEL', 'DEL', 'DEL', 'KEEP', ',', 'DEL', 'DEL', 'DEL', 'KEEP', 'DEL', 'DEL', 'KEEP', 'and', 'STOP']","[ 2  2  2  2  2  7  2  2  2  2  2  2  2  2  2  2  3  3  2  7  3  3  3  2
  7  3  3  3  2  3  3  2 10  5]","[('in', 'IN'), ('addition', 'NN'), ('to', 'TO'), ('the', 'DT'), ('town', 'NN'), ('gouda', 'NN'), ('in', 'IN'), ('the', 'DT'), ('netherlands', 'NNS'), (',', ','), ('gouda', 'NNS'), ('can', 'MD'), ('refer', 'VB'), ('to', 'TO'), (':', ':'), ('gouda', 'NN'), ('-lrb-', 'IN'), ('cheese', 'JJ'), ('-rrb-', 'NNP'), ('gouda', 'NN'), ('-lrb-', 'NN'), ('pottery', 'NN'), ('-rrb-', 'NNP'), ('gouda', 'NN'), ('-lrb-', 'NNP'), ('slang', 'NN'), ('-rrb-', 'NNP'), ('gouda', 'NN'), (',', ','), ('south', 'NN'), ('africa', 'NN'), (',', ','), ('a', 'DT'), ('town', 'NN'), ('in', 'IN'), ('the', 'DT'), ('western', 'JJ'), ('cape', 'NN'), ('province', 'NN'), ('of', 'IN'), ('south', 'JJ'), ('africa', 'NN'), ('.', '.')]","[40, 19, 25, 16, 19, 19, 40, 16, 29, 9, 29, 42, 31, 25, 28, 19, 40, 13, 30, 19, 19, 19, 30, 19, 30, 19, 30, 19, 9, 19, 19, 9, 16, 19, 40, 16, 13, 19, 19, 40, 13, 19, 24]"
196,"['tpl', 'then', 'sold', 'a', 'conservation', 'easement', 'over', 'the', 'entire', 'property', 'to', 'the', 'state', 'of', 'florida', ',', 'while', 'polk', 'county', 'purchased', 'the', 'gardens', 'portion', 'of', 'the', 'property', ',', 'less', 'the', 'development', 'rights', 'conveyed', 'in', 'the', 'state', 'easement', '.']","[    1    99   709    12  2873     1    85     6   854  1571    13     6
   103     9  1036     7    87 15315   223  2676     6  2947  1851     9
     6  1571     7   435     6   405   729 18340    11     6   103     1
     8]","['tpl', 'then', 'sold', 'a', 'conservation', 'easement', 'over', 'the', 'entire', 'property', 'to', 'the', 'state', 'of', 'florida', ',', 'while', 'polk', 'county', 'purchased', 'the', 'gardens', 'portion', 'of', 'the', 'property', ',', 'less', 'the', 'development', 'rights', 'conveyed', 'in', 'the', 'state', 'easement', '.']","[    1    99   709    12  2873     1    85     6   854  1571    13     6
   103     9  1036     7    87 15315   223  2676     6  2947  1851     9
     6  1571     7   435     6   405   729 18340    11     6   103     1
     8]",[],[],"[('tpl', 'NN'), ('then', 'RB'), ('sold', 'VBD'), ('a', 'DT'), ('conservation', 'NN'), ('easement', 'NN'), ('over', 'IN'), ('the', 'DT'), ('entire', 'JJ'), ('property', 'NN'), ('to', 'TO'), ('the', 'DT'), ('state', 'NN'), ('of', 'IN'), ('florida', 'NN'), (',', ','), ('while', 'IN'), ('polk', 'JJ'), ('county', 'NN'), ('purchased', 'VBD'), ('the', 'DT'), ('gardens', 'NNS'), ('portion', 'NN'), ('of', 'IN'), ('the', 'DT'), ('property', 'NN'), (',', ','), ('less', 'CC'), ('the', 'DT'), ('development', 'NN'), ('rights', 'NNS'), ('conveyed', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('state', 'NN'), ('easement', 'NN'), ('.', '.')]","[19, 27, 6, 16, 19, 19, 40, 16, 13, 19, 25, 16, 19, 40, 19, 9, 40, 13, 19, 6, 16, 29, 19, 40, 16, 19, 9, 33, 16, 19, 29, 8, 40, 16, 19, 19, 24]"
197,"['the', 'arrival', 'of', 'the', 'two', 'mice', 'raises', 'her', 'morale', '.']",[    6  2939     9     6    55  4198 11171    53 17061     8],"['the', 'arrival', 'of', 'the', 'two', 'mice', 'raises', 'her', 'morale', '.']",[    6  2939     9     6    55  4198 11171    53 17061     8],[],[],"[('the', 'DT'), ('arrival', 'NN'), ('of', 'IN'), ('the', 'DT'), ('two', 'CD'), ('mice', 'NN'), ('raises', 'VBZ'), ('her', 'PRP$'), ('morale', 'NN'), ('.', '.')]","[16, 19, 40, 16, 37, 19, 15, 4, 19, 24]"
198,"['the', 'film', 'premiered', 'in', 'mexico', 'city', 'on', 'december', '21', ',', '1944', '.']",[   6  115 2594   11  833   80   19  206  563    7 1690    8],"['the', 'film', 'premiered', 'in', 'mexico', 'city', 'on', 'december', '21', ',', '1944', '.']",[   6  115 2594   11  833   80   19  206  563    7 1690    8],[],[],"[('the', 'DT'), ('film', 'NN'), ('premiered', 'VBD'), ('in', 'IN'), ('mexico', 'JJ'), ('city', 'NN'), ('on', 'IN'), ('december', 'NN'), ('21', 'CD'), (',', ','), ('1944', 'CD'), ('.', '.')]","[16, 19, 6, 40, 13, 19, 40, 19, 37, 9, 37, 24]"
199,"['in', 'common', 'with', 'the', 'beatles', ',', 'they', 'came', 'from', 'liverpool', 'and', 'were', 'managed', 'by', 'brian', 'epstein', '.']","[   11   200    22     6  2418     7    54   410    26  4733    10    37
  2089    21  3960 10503     8]","['just', 'like', 'the', 'beatles', ',', 'they', 'both', 'came', 'from', 'liverpool', 'and', 'were', 'managed', 'by', 'brian', 'epstein', '.']","[  369   195     6  2418     7    54   108   410    26  4733    10    37
  2089    21  3960 10503     8]","['just', 'like', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'both', 'STOP']",[369 195   3   3   3   2   2   2   2 108   5],"[('in', 'IN'), ('common', 'JJ'), ('with', 'IN'), ('the', 'DT'), ('beatles', 'NNS'), (',', ','), ('they', 'PRP'), ('came', 'VBD'), ('from', 'IN'), ('liverpool', 'NN'), ('and', 'CC'), ('were', 'VBD'), ('managed', 'VBN'), ('by', 'IN'), ('brian', 'JJ'), ('epstein', 'NN'), ('.', '.')]","[40, 13, 40, 16, 29, 9, 38, 6, 40, 19, 33, 6, 8, 40, 13, 19, 24]"
200,"['warrington', 'is', 'a', 'large', 'town', ',', 'borough', 'and', 'unitary', 'authority', 'area', 'of', 'cheshire', ',', 'england', '.']","[    1    14    12   150   255     7  3063    10  8063  1418   135     9
 15918     7   244     8]","['warrington', 'is', 'a', 'large', 'town', ',', 'a', 'management', 'town', 'and', 'main', 'local', 'authority', 'area', 'of', 'cheshire', ',', 'england', '.']","[    1    14    12   150   255     7    12  1357   255    10   230   376
  1418   135     9 15918     7   244     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'a', 'management', 'town', 'DEL', 'KEEP', 'main', 'local', 'DEL', 'STOP']","[   2    2    2    2    2    2   12 1357  255    3    2  230  376    3
    5]","[('warrington', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('large', 'JJ'), ('town', 'NN'), (',', ','), ('borough', 'NN'), ('and', 'CC'), ('unitary', 'JJ'), ('authority', 'NN'), ('area', 'NN'), ('of', 'IN'), ('cheshire', 'NN'), (',', ','), ('england', 'NN'), ('.', '.')]","[19, 15, 16, 13, 19, 9, 19, 33, 13, 19, 19, 40, 19, 9, 19, 24]"
201,"['the', 'province', 'has', 'an', 'area', 'of', '3,125', 'km', '²', 'which', 'is', 'divided', 'into', 'eight', 'administrative', 'districts', '-lrb-', 'arrondissementen', '-rrb-', 'containing', '64', 'municipalities', '.']","[   6  546   43   33  135    9    1  361 3735   35   14  791   65  657
 1598 1395    1    1    1 1476 2966 2971    8]","['the', 'province', 'is', '3,125', 'km', '²', 'in', 'area', '.', 'it', 'is', 'divided', 'into', 'eight', 'administrative', 'districts', '-lrb-', 'arrondissementen', '-rrb-', 'and', 'contains', '64', 'cities', 'and', 'towns', '.']","[   6  546   14    1  361 3735   11  135    8   31   14  791   65  657
 1598 1395    1    1    1   10  936 2966  749   10 1496    8]","['KEEP', 'KEEP', 'is', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'in', 'area', '.', 'it', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'and', 'contains', 'DEL', 'KEEP', 'cities', 'and', 'towns', 'DEL', 'STOP']","[   2    2   14    3    3    3    3    2    2    2   11  135    8   31
    3    2    2    2    2    2    2    2    2    2   10  936    3    2
  749   10 1496    3    5]","[('the', 'DT'), ('province', 'NN'), ('has', 'VBZ'), ('an', 'DT'), ('area', 'NN'), ('of', 'IN'), ('3,125', 'CD'), ('km', 'NNS'), ('²', 'CD'), ('which', 'WDT'), ('is', 'VBZ'), ('divided', 'VBN'), ('into', 'IN'), ('eight', 'CD'), ('administrative', 'JJ'), ('districts', 'NNS'), ('-lrb-', 'VBP'), ('arrondissementen', 'JJ'), ('-rrb-', 'NNP'), ('containing', 'VBG'), ('64', 'CD'), ('municipalities', 'NNS'), ('.', '.')]","[16, 19, 15, 16, 19, 40, 37, 29, 37, 12, 15, 8, 40, 37, 13, 29, 11, 13, 30, 5, 37, 29, 24]"
202,"['helene', 'transitioned', 'into', 'a', '""', 'hybrid', '""', 'storm', 'with', 'both', 'tropical', 'and', 'extratropical', 'characteristics', 'that', 'afternoon', ',', 'with', 'both', 'a', 'deep', 'warm', 'core', 'and', 'an', 'asymmetric', ',', 'frontal-like', 'appearance', '.']","[13855 12478    65    12     1  4725     1   327    22   108   263    10
  4101  2132    24  4154     7    22   108    12  1184  2727  1481    10
    33 16426     7     1  1075     8]","['helene', 'changed', 'into', 'a', '""', 'hybrid', '""', 'storm', 'with', 'both', 'tropical', 'and', 'extratropical', 'traits', 'that', 'afternoon', ',', 'with', 'both', 'a', 'deep', 'warm', 'core', 'and', 'an', 'asymmetric', ',', 'frontal-like', 'appearance', '.']","[13855   837    65    12     1  4725     1   327    22   108   263    10
  4101  4488    24  4154     7    22   108    12  1184  2727  1481    10
    33 16426     7     1  1075     8]","['KEEP', 'changed', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'traits', 'DEL', 'STOP']","[   2  837    3    2    2    2    2    2    2    2    2    2    2    2
 4488    3    5]","[('helene', 'NN'), ('transitioned', 'VBD'), ('into', 'IN'), ('a', 'DT'), ('""', 'JJ'), ('hybrid', 'JJ'), ('""', 'NNS'), ('storm', 'NN'), ('with', 'IN'), ('both', 'DT'), ('tropical', 'JJ'), ('and', 'CC'), ('extratropical', 'JJ'), ('characteristics', 'NNS'), ('that', 'WDT'), ('afternoon', 'NN'), (',', ','), ('with', 'IN'), ('both', 'DT'), ('a', 'DT'), ('deep', 'JJ'), ('warm', 'NN'), ('core', 'NN'), ('and', 'CC'), ('an', 'DT'), ('asymmetric', 'JJ'), (',', ','), ('frontal-like', 'JJ'), ('appearance', 'NN'), ('.', '.')]","[19, 6, 40, 16, 13, 13, 29, 19, 40, 16, 13, 33, 13, 29, 12, 19, 9, 40, 16, 16, 13, 19, 19, 33, 16, 13, 9, 13, 19, 24]"
203,"['some', 'indigenous', 'groups', 'living', 'in', 'palm-rich', 'areas', 'use', 'palms', 'to', 'make', 'many', 'of', 'their', 'necessary', 'items', 'and', 'food', '.']","[   70  2541   524   521    11     1   396   112 12989    13   323    75
     9    49  2128  2521    10   564     8]","['some', 'native', 'groups', 'living', 'in', 'places', 'with', 'many', 'palm', 'trees', 'use', 'palm', 'trees', 'to', 'many', 'food', 'and', 'items', 'they', 'need', '.']","[  70  755  524  521   11 1289   22   75 4823 1381  112 4823 1381   13
   75  564   10 2521   54 1106    8]","['KEEP', 'native', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'places', 'with', 'many', 'palm', 'trees', 'DEL', 'DEL', 'KEEP', 'palm', 'trees', 'DEL', 'KEEP', 'DEL', 'KEEP', 'food', 'and', 'DEL', 'DEL', 'DEL', 'KEEP', 'they', 'need', 'DEL', 'DEL', 'STOP']","[   2  755    3    2    2    2 1289   22   75 4823 1381    3    3    2
 4823 1381    3    2    3    2  564   10    3    3    3    2   54 1106
    3    3    5]","[('some', 'DT'), ('indigenous', 'JJ'), ('groups', 'NNS'), ('living', 'VBG'), ('in', 'IN'), ('palm-rich', 'JJ'), ('areas', 'NNS'), ('use', 'VBP'), ('palms', 'NNS'), ('to', 'TO'), ('make', 'VB'), ('many', 'JJ'), ('of', 'IN'), ('their', 'PRP$'), ('necessary', 'JJ'), ('items', 'NNS'), ('and', 'CC'), ('food', 'NN'), ('.', '.')]","[16, 13, 29, 5, 40, 13, 29, 11, 29, 25, 31, 13, 40, 4, 13, 29, 33, 19, 24]"
204,"['it', 'has', 'a', 'shaving', 'head', 'consisting', 'of', 'cutters', 'that', 'cut', 'off', 'the', 'hair', 'entering', 'the', 'head', 'of', 'the', 'razor', 'at', 'skin', 'level', '.']","[   31    43    12     1   400  1533     9     1    24  1667   417     6
  1999  3290     6   400     9     6 11726    29  1540   545     8]","['to', 'shave', 'a', 'head', ',', 'razors', 'cut', 'off', 'the', 'hair', 'closely', 'from', 'someone', ""'s"", 'skin', '.']","[   13     1    12   400     7 22776  1667   417     6  1999  1703    26
  2911    23  1540     8]","['to', 'shave', 'DEL', 'DEL', 'KEEP', 'DEL', 'KEEP', ',', 'razors', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'closely', 'from', 'someone', ""'s"", 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'DEL', 'STOP']","[   13     1     3     3     2     3     2     7 22776     3     3     3
     3     2     2     2     2  1703    26  2911    23     3     3     3
     3     3     3     3     2     3     5]","[('it', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('shaving', 'VBG'), ('head', 'NN'), ('consisting', 'VBG'), ('of', 'IN'), ('cutters', 'NNS'), ('that', 'WDT'), ('cut', 'VBD'), ('off', 'RP'), ('the', 'DT'), ('hair', 'NN'), ('entering', 'VBG'), ('the', 'DT'), ('head', 'NN'), ('of', 'IN'), ('the', 'DT'), ('razor', 'NN'), ('at', 'IN'), ('skin', 'JJ'), ('level', 'NN'), ('.', '.')]","[38, 15, 16, 5, 19, 5, 40, 29, 12, 6, 17, 16, 19, 5, 16, 19, 40, 16, 19, 40, 13, 19, 24]"
205,"['bartolo', 'believes', 'that', 'the', 'count', 'has', 'been', 'arrested', ',', 'but', 'almaviva', 'only', 'has', 'to', 'mention', 'his', 'name', 'to', 'the', 'officer', 'to', 'be', 'released', '.']","[18376  5381    24     6  1563    43    59  2961     7    51 24302    76
    43    13  5591    28   106    13     6  1346    13    36   134     8]","['bartolo', 'thinks', 'that', 'the', 'count', 'has', 'been', 'arrested', ',', 'but', 'almaviva', 'only', 'has', 'to', 'say', 'his', 'name', 'to', 'the', 'officer', 'to', 'be', 'let', 'go', '.']","[18376 10343    24     6  1563    43    59  2961     7    51 24302    76
    43    13  1972    28   106    13     6  1346    13    36  2281   834
     8]","['KEEP', 'thinks', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'say', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'let', 'go', 'DEL', 'STOP']","[    2 10343     3     2     2     2     2     2     2     2     2     2
     2     2     2  1972     3     2     2     2     2     2     2     2
  2281   834     3     5]","[('bartolo', 'NN'), ('believes', 'VBZ'), ('that', 'IN'), ('the', 'DT'), ('count', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('arrested', 'VBN'), (',', ','), ('but', 'CC'), ('almaviva', 'VBZ'), ('only', 'RB'), ('has', 'VBZ'), ('to', 'TO'), ('mention', 'VB'), ('his', 'PRP$'), ('name', 'NN'), ('to', 'TO'), ('the', 'DT'), ('officer', 'NN'), ('to', 'TO'), ('be', 'VB'), ('released', 'VBN'), ('.', '.')]","[19, 15, 40, 16, 19, 15, 8, 8, 9, 33, 15, 27, 15, 25, 31, 4, 19, 25, 16, 19, 25, 31, 8, 24]"
206,"['apparently', 'after', 'her', 'death', ',', 'shah', 'jahan', 'went', 'into', 'secluded', 'mourning', 'for', 'a', 'year', '.']","[ 3633    50    53   210     7  5952 21076   455    65     1  7719    20
    12   110     8]","['shah', 'jahan', 'grieved', 'by', 'himself', 'for', 'a', 'year', 'after', 'her', 'death', '.']",[ 5952 21076     1    21   571    20    12   110    50    53   210     8],"['DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'grieved', 'by', 'himself', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'after', 'her', 'death', 'STOP']","[  3   3   3   3   3   2   2   1  21 571   3   3   3   3   2   2   2  50
  53 210   5]","[('apparently', 'RB'), ('after', 'IN'), ('her', 'PRP$'), ('death', 'NN'), (',', ','), ('shah', 'NN'), ('jahan', 'NN'), ('went', 'VBD'), ('into', 'IN'), ('secluded', 'VBN'), ('mourning', 'NN'), ('for', 'IN'), ('a', 'DT'), ('year', 'NN'), ('.', '.')]","[27, 40, 4, 19, 9, 19, 19, 6, 40, 8, 19, 40, 16, 19, 24]"
207,"['since', 'its', 'creation', ',', 'the', 'distribution', 'has', 'become', 'very', 'different', 'from', 'slackware', 'in', 'most', 'regards', 'while', 'still', 'maintaining', 'compatibility', 'with', 'its', 'binary', 'packages', '.']","[  127    46  1450     7     6  1739    43   279   212   192    26     1
    11    58 10632    87   250  5055 14484    22    46  4019 10789     8]","['slackware', 'distribution', 'has', 'changed', ',', 'but', 'still', 'works', 'with', 'its', 'packages', '.']",[    1  1739    43   837     7    51   250   367    22    46 10789     8],"['slackware', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'changed', ',', 'but', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'works', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'STOP']","[  1   3   3   3   3   3   2   2 837   7  51   3   3   3   3   3   3   3
   3   3   2 367   3   3   2   2   3   5]","[('since', 'IN'), ('its', 'PRP$'), ('creation', 'NN'), (',', ','), ('the', 'DT'), ('distribution', 'NN'), ('has', 'VBZ'), ('become', 'VBN'), ('very', 'RB'), ('different', 'JJ'), ('from', 'IN'), ('slackware', 'NN'), ('in', 'IN'), ('most', 'JJS'), ('regards', 'NNS'), ('while', 'IN'), ('still', 'RB'), ('maintaining', 'VBG'), ('compatibility', 'NN'), ('with', 'IN'), ('its', 'PRP$'), ('binary', 'JJ'), ('packages', 'NNS'), ('.', '.')]","[40, 4, 19, 9, 16, 19, 15, 8, 27, 13, 40, 19, 40, 45, 29, 40, 27, 5, 19, 40, 4, 13, 29, 24]"
208,"['it', 'started', 'as', 'an', 'unimportant', 'race', 'in', '1996', ',', 'but', 'because', 'of', 'the', 'fast', 'growing', 'popularity', 'of', 'cycling', 'in', 'germany', ',', 'it', 'was', 'made', 'a', 'part', 'of', 'the', 'uci', 'road', 'world', 'cup', 'in', '1998', '.']","[   31   467    18    33     1   572    11   980     7    51   154     9
     6  2613  1574  2117     9  6158    11   311     7    31    15    94
    12    95     9     6 10792   618    72   617    11   808     8]","['it', 'was', 'an', 'an', 'unimportant', 'race', 'in', '1996', ',', 'but', 'because', 'of', 'the', 'fast', 'growing', 'popularity', 'of', 'cycling', 'in', 'germany', ',', 'it', 'was', 'made', 'a', 'part', 'of', 'the', 'uci', 'road', 'world', 'cup', 'in', '1998']","[   31    15    33    33     1   572    11   980     7    51   154     9
     6  2613  1574  2117     9  6158    11   311     7    31    15    94
    12    95     9     6 10792   618    72   617    11   808]","['KEEP', 'was', 'an', 'DEL', 'DEL', 'STOP', 'DEL']",[ 2 15 33  3  3  5  3],"[('it', 'PRP'), ('started', 'VBD'), ('as', 'IN'), ('an', 'DT'), ('unimportant', 'JJ'), ('race', 'NN'), ('in', 'IN'), ('1996', 'CD'), (',', ','), ('but', 'CC'), ('because', 'IN'), ('of', 'IN'), ('the', 'DT'), ('fast', 'JJ'), ('growing', 'VBG'), ('popularity', 'NN'), ('of', 'IN'), ('cycling', 'NN'), ('in', 'IN'), ('germany', 'NN'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('made', 'VBN'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('uci', 'JJ'), ('road', 'NN'), ('world', 'NN'), ('cup', 'NN'), ('in', 'IN'), ('1998', 'CD'), ('.', '.')]","[38, 6, 40, 16, 13, 19, 40, 37, 9, 33, 40, 40, 16, 13, 5, 19, 40, 19, 40, 19, 9, 38, 6, 8, 16, 19, 40, 16, 13, 19, 19, 19, 40, 37, 24]"
